date, pm25, pm10, o3, no2, so2, co
2016/2/26, , 49, , 27, , 
2016/2/27, , 28, , 27, , 
2016/2/28, , 21, , 36, , 
2016/2/29, , 30, , 17, , 
2016/3/1, , 24, , 23, , 
2016/3/2, , 14, , 21, , 
2016/3/3, , 25, , 28, , 
2016/3/4, , 23, , 30, , 
2016/3/5, , 29, , 28, , 
2016/3/6, , 25, , 27, , 
2016/3/7, , 37, , 30, , 
2016/3/8, , 37, , 23, , 
2016/3/9, , 19, , 33, , 
2016/3/10, , 25, , 42, , 
2016/3/11, , 54, , 37, , 
2016/3/12, , 59, , 28, , 
2016/3/13, , 49, , 26, , 
2016/3/14, , 34, , 36, , 
2016/3/15, , 40, , 28, , 
2016/3/16, , 29, , 34, , 
2016/3/17, , 38, , 30, , 
2016/3/18, , 43, , 21, , 
2016/3/19, , 30, , 25, , 
2016/3/20, , 23, , 31, , 
2016/3/21, , 41, , 40, , 
2016/3/22, , 57, , 41, , 
2016/3/23, , 56, , 26, , 
2016/3/24, , 53, , 19, , 
2016/3/25, , 21, , 10, , 
2016/3/26, , 21, , 7, , 
2016/3/27, , 11, , 8, , 
2016/3/28, , 10, , 17, , 
2016/3/29, , 15, , 31, , 
2016/3/30, , 26, , 31, , 
2016/3/31, , 39, , 25, , 
2015/10/1, , 41, , 38, , 
2015/10/2, , 41, , 35, , 
2015/10/3, , 48, , 23, , 
2015/10/4, , 40, , 19, , 
2015/10/5, , 25, , 17, , 
2015/10/6, , 17, , 22, , 
2015/10/7, , 24, , 35, , 
2015/10/8, , 42, , 38, , 
2015/10/9, , 50, , 31, , 
2015/10/10, , 32, , 25, , 
2015/10/11, , 31, , 28, , 
2015/10/12, , 38, , 29, , 
2015/10/13, , 34, , 26, , 
2015/10/14, , 36, , 27, , 
2015/10/15, , 37, , 23, , 
2015/10/16, , 46, , 20, , 
2015/10/17, , 49, , 22, , 
2015/10/18, , 31, , 30, , 
2015/10/19, , 34, , 38, , 
2015/10/20, , 46, , 24, , 
2015/10/21, , 38, , 25, , 
2015/10/22, , 25, , 31, , 
2015/10/23, , 47, , , , 
2015/10/25, , 25, , 18, , 
2015/10/26, , 27, , 21, , 
2015/10/27, , 28, , 34, , 
2015/10/28, , 31, , 24, , 
2015/10/29, , 31, , 17, , 
2015/10/30, , 25, , 14, , 
2015/10/31, , 27, , 32, , 
2015/11/1, , 58, , 34, , 
2015/11/2, , 34, , 22, , 
2015/11/3, , 34, , 35, , 
2015/11/4, , 34, , 18, , 
2015/11/5, , 23, , 15, , 
2015/11/6, , 15, , 19, , 
2015/11/7, , 13, , 14, , 
2015/11/8, , 18, , 13, , 
2015/11/9, , 17, , 12, , 
2015/11/10, , 20, , 14, , 
2015/11/11, , 19, , 18, , 
2015/11/12, , 19, , 19, , 
2015/11/13, , 19, , 11, , 
2015/11/14, , 21, , 8, , 
2015/11/15, , 15, , 19, , 
2015/11/16, , 15, , 11, , 
2015/11/17, , 18, , 13, , 
2015/11/18, , 21, , , , 
2015/11/27, , 1, , 18, , 
2015/11/30, , 2, , 29, , 
2015/12/1, , 12, , 15, , 
2015/12/2, , 20, , 8, , 
2015/12/3, , 26, , 17, , 
2015/12/4, , 21, , 5, , 
2015/12/5, , 20, , 12, , 
2015/12/6, , 18, , 17, , 
2015/12/7, , 19, , 19, , 
2015/12/8, , 23, , 18, , 
2015/12/9, , 19, , 15, , 
2015/12/10, , 20, , 29, , 
2015/12/11, , 19, , 14, , 
2015/12/12, , 25, , 22, , 
2015/12/13, , 17, , 18, , 
2015/12/14, , 22, , 18, , 
2015/12/15, , 26, , 16, , 
2015/12/16, , 24, , 14, , 
2015/12/17, , 38, , 18, , 
2015/12/18, , 40, , 10, , 
2015/12/19, , 27, , 11, , 
2015/12/20, , 28, , 16, , 
2015/12/21, , 17, , 8, , 
2015/12/22, , 16, , 14, , 
2015/12/23, , 17, , 10, , 
2015/12/24, , 24, , 8, , 
2015/12/25, , 17, , 4, , 
2015/12/26, , 18, , 5, , 
2015/12/27, , 35, , 14, , 
2015/12/28, , 61, , 14, , 
2015/12/29, , 27, , 3, , 
2015/12/30, , 21, , , , 
2015/9/28, , 29, , 32, , 
2015/9/29, , 38, , 30, , 
2015/9/30, , 41, , 32, , 
2015/4/1, , 48, , 28, , 
2015/4/2, , 38, , 24, , 
2015/4/3, , 28, , 29, , 
2015/4/4, , 25, , 28, , 
2015/4/5, , 29, , 24, , 
2015/4/6, , 24, , 29, , 
2015/4/7, , 25, , 28, , 
2015/4/8, , 49, , 30, , 
2015/4/9, , 45, , 40, , 
2015/4/10, , 51, , 18, , 
2015/4/11, , 42, , 13, , 
2015/4/12, , 29, , 40, , 
2015/4/13, , 33, , 29, , 
2015/4/14, , 36, , 44, , 
2015/4/15, , 51, , 31, , 
2015/4/16, , 50, , 35, , 
2015/4/17, , 43, , 22, , 
2015/4/18, , 42, , 24, , 
2015/4/19, , 31, , 36, , 
2015/4/20, , 44, , 42, , 
2015/4/21, , 58, , 38, , 
2015/4/22, , 56, , 29, , 
2015/4/23, , 42, , 26, , 
2015/4/24, , 47, , 14, , 
2015/4/25, , 29, , 21, , 
2015/4/26, , 20, , 32, , 
2015/4/27, , 38, , 22, , 
2015/4/28, , 45, , 23, , 
2015/4/29, , 36, , 24, , 
2015/4/30, , 32, , 25, , 
2015/5/1, , 43, , 20, , 
2015/5/2, , 33, , 9, , 
2015/5/3, , 20, , 11, , 
2015/5/4, , 17, , 10, , 
2015/5/5, , 18, , 14, , 
2015/5/6, , 28, , 18, , 
2015/5/7, , 31, , 20, , 
2015/5/8, , 32, , 10, , 
2015/5/9, , 34, , 13, , 
2015/5/10, , 34, , 18, , 
2015/5/11, , 31, , 27, , 
2015/5/12, , 39, , 31, , 
2015/5/13, , 46, , 30, , 
2015/5/14, , 34, , 36, , 
2015/5/15, , 33, , 23, , 
2015/5/16, , 37, , 21, , 
2015/5/17, , 35, , 11, , 
2015/5/18, , 30, , 23, , 
2015/5/19, , 29, , 31, , 
2015/5/20, , 38, , 35, , 
2015/5/21, , 46, , 28, , 
2015/5/22, , 51, , 14, , 
2015/5/23, , 41, , 16, , 
2015/5/24, , 27, , 14, , 
2015/5/25, , 25, , 24, , 
2015/5/26, , 29, , 24, , 
2015/5/27, , 38, , 29, , 
2015/5/28, , 36, , 18, , 
2015/5/29, , 40, , 17, , 
2015/5/30, , 33, , 13, , 
2015/5/31, , 18, , 8, , 
2015/6/1, , 24, , 10, , 
2015/6/2, , 18, , 33, , 
2015/6/3, , 36, , 27, , 
2015/6/4, , 40, , 28, , 
2015/6/5, , 39, , 19, , 
2015/6/6, , 34, , 18, , 
2015/6/7, , 28, , 27, , 
2015/6/8, , 33, , 26, , 
2015/6/9, , 37, , 29, , 
2015/6/10, , 38, , 22, , 
2015/6/11, , 37, , 36, , 
2015/6/12, , 39, , 26, , 
2015/6/13, , 37, , 14, , 
2015/6/14, , 33, , 20, , 
2015/6/15, , 32, , 30, , 
2015/6/16, , 38, , 20, , 
2015/6/17, , 45, , 20, , 
2015/6/18, , 44, , 24, , 
2015/6/19, , 50, , 19, , 
2015/6/20, , 48, , 17, , 
2015/6/21, , 27, , 19, , 
2015/6/22, , 33, , 24, , 
2015/6/23, , 45, , 17, , 
2015/6/24, , 38, , 20, , 
2015/6/25, , 36, , 20, , 
2015/6/26, , 32, , 22, , 
2015/6/27, , 35, , 12, , 
2015/6/28, , 32, , 20, , 
2015/6/29, , 27, , 21, , 
2015/6/30, , 30, , 35, , 
2015/7/1, , 44, , 22, , 
2015/7/2, , 45, , 24, , 
2015/7/3, , 37, , 16, , 
2015/7/4, , 33, , 16, , 
2015/7/5, , 31, , , , 
2015/1/1, , 29, , 22, , 
2015/1/2, , 21, , 21, , 
2015/1/3, , 37, , 23, , 
2015/1/4, , 20, , 31, , 
2015/1/5, , 23, , 25, , 
2015/1/6, , 20, , 28, , 
2015/1/7, , 23, , 35, , 
2015/1/8, , 23, , 16, , 
2015/1/9, , 24, , 19, , 
2015/1/10, , 17, , 16, , 
2015/1/11, , 29, , 13, , 
2015/1/12, , 20, , 13, , 
2015/1/13, , 12, , 24, , 
2015/1/14, , 17, , 14, , 
2015/1/15, , 22, , 5, , 
2015/1/16, , 27, , 33, , 
2015/1/17, , 34, , 30, , 
2015/1/18, , 27, , 47, , 
2015/1/19, , 41, , 31, , 
2015/1/20, , 57, , 16, , 
2015/1/21, , 29, , 50, , 
2015/1/22, , 50, , 30, , 
2015/1/23, , 59, , 19, , 
2015/1/24, , 38, , 23, , 
2015/1/25, , 39, , 24, , 
2015/1/26, , 25, , 43, , 
2015/1/27, , 47, , 23, , 
2015/1/28, , 32, , 17, , 
2015/1/29, , 26, , 21, , 
2015/1/30, , 31, , 21, , 
2015/1/31, , 38, , 13, , 
2015/2/1, , 23, , 44, , 
2015/2/2, , 37, , 59, , 
2015/2/3, , 48, , 26, , 
2015/2/4, , 31, , 30, , 
2015/2/5, , 34, , 31, , 
2015/2/6, , 48, , 27, , 
2015/2/7, , 30, , 27, , 
2015/2/8, , 23, , 44, , 
2015/2/9, , 55, , 34, , 
2015/2/10, , 63, , 32, , 
2015/2/11, , 37, , 34, , 
2015/2/12, , 43, , 12, , 
2015/2/13, , 49, , 46, , 
2015/2/14, , 20, , 26, , 
2015/2/15, , 34, , 35, , 
2015/2/16, , 34, , 25, , 
2015/2/17, , 27, , 28, , 
2015/2/18, , 50, , 11, , 
2015/2/19, , 26, , 30, , 
2015/2/20, , 20, , 28, , 
2015/2/21, , 46, , 17, , 
2015/2/22, , 31, , 19, , 
2015/2/23, , 18, , 24, , 
2015/2/24, , 38, , 36, , 
2015/2/25, , 46, , 30, , 
2015/2/26, , 26, , 34, , 
2015/2/27, , 37, , 9, , 
2015/2/28, , 36, , 8, , 
2015/3/1, , 20, , 20, , 
2015/3/2, , 30, , 28, , 
2015/3/3, , 38, , 33, , 
2015/3/4, , 50, , 41, , 
2015/3/5, , 63, , 17, , 
2015/3/6, , 44, , 17, , 
2015/3/7, , 39, , 19, , 
2015/3/8, , 33, , 25, , 
2015/3/9, , 30, , 37, , 
2015/3/10, , 38, , 19, , 
2015/3/11, , 56, , 19, , 
2015/3/12, , 48, , 24, , 
2015/3/13, , 33, , 19, , 
2015/3/14, , 38, , 22, , 
2015/3/15, , 42, , 21, , 
2015/3/16, , 43, , 35, , 
2015/3/17, , 50, , 30, , 
2015/3/18, , 62, , 28, , 
2015/3/19, , 58, , 39, , 
2015/3/20, , 57, , 17, , 
2015/3/21, , 51, , 22, , 
2015/3/22, , 32, , 31, , 
2015/3/23, , 29, , 37, , 
2015/3/24, , 50, , 44, , 
2015/3/25, , 54, , 19, , 
2015/3/26, , 46, , 30, , 
2015/3/27, , 38, , 11, , 
2015/3/28, , 30, , 14, , 
2015/3/29, , 18, , 25, , 
2015/3/30, , 31, , 16, , 
2015/3/31, , 38, , 26, , 
2014/10/1, , 38, , 29, , 
2014/10/2, , 47, , 23, , 
2014/10/3, , 36, , 23, , 
2014/10/4, , 29, , 20, , 
2014/10/5, , 29, , 16, , 
2014/10/6, , 20, , 40, , 
2014/10/7, , 22, , 20, , 
2014/10/8, , 28, , 9, , 
2014/10/9, , 31, , 13, , 
2014/10/10, , 33, , , , 
2014/10/12, , 31, , 1, , 
2014/10/13, , 26, , 34, , 
2014/10/14, , 35, , 29, , 
2014/10/15, , 47, , 33, , 
2014/10/16, , 27, , 21, , 
2014/10/17, , 41, , 8, , 
2014/10/18, , 34, , 5, , 
2014/10/19, , 25, , 20, , 
2014/10/20, , 28, , 12, , 
2014/10/21, , 29, , 41, , 
2014/10/22, , 47, , 22, , 
2014/10/23, , 49, , 27, , 
2014/10/24, , 30, , 16, , 
2014/10/25, , 37, , 9, , 
2014/10/26, , 21, , , , 
2014/10/28, , 34, , 15, , 
2014/10/29, , 38, , 22, , 
2014/10/30, , 35, , 23, , 
2014/10/31, , 57, , , , 
2014/11/4, , 42, , 48, , 
2014/11/5, , 49, , 32, , 
2014/11/6, , 65, , 24, , 
2014/11/7, , 54, , , , 
2014/11/10, , 34, , 13, , 
2014/11/11, , 30, , 25, , 
2014/11/12, , 22, , 25, , 
2014/11/13, , 28, , , , 
2014/11/17, , 22, , 32, , 
2014/11/18, , 33, , 21, , 
2014/11/19, , 53, , 46, , 
2014/11/20, , 51, , 22, , 
2014/11/21, , 47, , 25, , 
2014/11/22, , 35, , , , 
2014/11/24, , 42, , 45, , 
2014/11/25, , 58, , 42, , 
2014/11/26, , 46, , 22, , 
2014/11/27, , 44, , 25, , 
2014/11/28, , 35, , 26, , 
2014/11/29, , 51, , 23, , 
2014/11/30, , 60, , 25, , 
2014/12/1, , 43, , 18, , 
2014/12/2, , 42, , 26, , 
2014/12/3, , 35, , 28, , 
2014/12/4, , 43, , 40, , 
2014/12/5, , 45, , 28, , 
2014/12/6, , 54, , , , 
2014/12/8, , 34, , 27, , 
2014/12/9, , 38, , 20, , 
2014/12/10, , 26, , 23, , 
2014/12/11, , 31, , 32, , 
2014/12/12, , 24, , 44, , 
2014/12/13, , 42, , 21, , 
2014/12/14, , 43, , 35, , 
2014/12/15, , 17, , 43, , 
2014/12/16, , 37, , 27, , 
2014/12/17, , 30, , 15, , 
2014/12/18, , 16, , 8, , 
2014/12/19, , 12, , 34, , 
2014/12/20, , 27, , 8, , 
2014/12/21, , 21, , 13, , 
2014/12/22, , 13, , 10, , 
2014/12/23, , 20, , 23, , 
2014/12/24, , 18, , 23, , 
2014/12/25, , 26, , 23, , 
2014/12/26, , 25, , 15, , 
2014/12/27, , 14, , 26, , 
2014/12/28, , 28, , , , 
2014/7/1, , 28, , 27, , 
2014/7/2, , 32, , 21, , 
2014/7/3, , 29, , 18, , 
2014/7/4, , 25, , 14, , 
2014/7/5, , 18, , 23, , 
2014/7/6, , 23, , 25, , 
2014/7/7, , 27, , 28, , 
2014/7/8, , 43, , 18, , 
2014/7/9, , 41, , 24, , 
2014/7/10, , 37, , 28, , 
2014/7/11, , 39, , 21, , 
2014/7/12, , 43, , 9, , 
2014/7/13, , 26, , 17, , 
2014/7/14, , 25, , 25, , 
2014/7/15, , 34, , 26, , 
2014/7/16, , 42, , 20, , 
2014/7/17, , 34, , 22, , 
2014/7/18, , 33, , 35, , 
2014/7/19, , 37, , 15, , 
2014/7/20, , 34, , 3, , 
2014/7/21, , 30, , 25, , 
2014/7/22, , 38, , 30, , 
2014/7/23, , 36, , 26, , 
2014/7/24, , 40, , 37, , 
2014/7/25, , 39, , 28, , 
2014/7/26, , 40, , 15, , 
2014/7/27, , 29, , 31, , 
2014/7/28, , 23, , 19, , 
2014/7/29, , 30, , 38, , 
2014/7/30, , 33, , 29, , 
2014/7/31, , 40, , 19, , 
2014/8/1, , 31, , , , 
2014/8/4, , 26, , 20, , 
2014/8/5, , 24, , 20, , 
2014/8/6, , 23, , 36, , 
2014/8/7, , 31, , 24, , 
2014/8/8, , 27, , 13, , 
2014/8/9, , 21, , 9, , 
2014/8/10, , 14, , 13, , 
2014/8/11, , 15, , 18, , 
2014/8/12, , 18, , 20, , 
2014/8/13, , 19, , 23, , 
2014/8/14, , 20, , 22, , 
2014/8/15, , 22, , , , 
2014/8/18, , 17, , , , 
2014/8/20, , 24, , 22, , 
2014/8/21, , 33, , , , 
2014/8/23, , 34, , 25, , 
2014/8/26, , 26, , 19, , 
2014/8/27, , 34, , 18, , 
2014/8/28, , 22, , 15, , 
2014/8/29, , 28, , 23, , 
2014/8/30, , 27, , 20, , 
2014/8/31, , 27, , 24, , 
2014/9/1, , 26, , 23, , 
2014/9/2, , 31, , 28, , 
2014/9/3, , 33, , 44, , 
2014/9/4, , 39, , 44, , 
2014/9/5, , 49, , 39, , 
2014/9/6, , 53, , 27, , 
2014/9/7, , 44, , 39, , 
2014/9/8, , 39, , 30, , 
2014/9/9, , 46, , 30, , 
2014/9/10, , 48, , 40, , 
2014/9/11, , 53, , 28, , 
2014/9/12, , 58, , 29, , 
2014/9/13, , 33, , 22, , 
2014/9/14, , 31, , 29, , 
2014/9/15, , 35, , 32, , 
2014/9/16, , 40, , 37, , 
2014/9/17, , 43, , 28, , 
2014/9/18, , 50, , 44, , 
2014/9/19, , 55, , 28, , 
2014/9/20, , 53, , 15, , 
2014/9/21, , 35, , 36, , 
2014/9/22, , 45, , 40, , 
2014/9/23, , 66, , 28, , 
2014/9/24, , 57, , 32, , 
2014/9/25, , 41, , 37, , 
2014/9/26, , 33, , 32, , 
2014/9/27, , 50, , 28, , 
2014/9/28, , 36, , 32, , 
2014/9/29, , 41, , 25, , 
2014/9/30, , 44, , 32, , 
2014/4/1, , 41, , 46, , 
2014/4/2, , 50, , 35, , 
2014/4/3, , 54, , 31, , 
2014/4/4, , 47, , 16, , 
2014/4/5, , 26, , 6, , 
2014/4/6, , 11, , 14, , 
2014/4/7, , 7, , 25, , 
2014/4/8, , 16, , 34, , 
2014/4/9, , 32, , 30, , 
2014/4/10, , 37, , 29, , 
2014/4/11, , 36, , 28, , 
2014/4/12, , 38, , 18, , 
2014/4/13, , 23, , 23, , 
2014/4/14, , 28, , 39, , 
2014/4/15, , 38, , 16, , 
2014/4/16, , 41, , 33, , 
2014/4/17, , 46, , 18, , 
2014/4/18, , 32, , 22, , 
2014/4/19, , 26, , 24, , 
2014/4/20, , 34, , 29, , 
2014/4/21, , 42, , 20, , 
2014/4/22, , 34, , 21, , 
2014/4/23, , 32, , 25, , 
2014/4/24, , 29, , 27, , 
2014/4/25, , 33, , 10, , 
2014/4/26, , 29, , 11, , 
2014/4/27, , 19, , 31, , 
2014/4/28, , 30, , 34, , 
2014/4/29, , 47, , 24, , 
2014/4/30, , 41, , 25, , 
2014/5/1, , 29, , 28, , 
2014/5/2, , 39, , 25, , 
2014/5/3, , 45, , 15, , 
2014/5/4, , 31, , 16, , 
2014/5/5, , 26, , 21, , 
2014/5/6, , 39, , 44, , 
2014/5/7, , 35, , 17, , 
2014/5/8, , 25, , 21, , 
2014/5/9, , 28, , 9, , 
2014/5/10, , 31, , 13, , 
2014/5/11, , 22, , 21, , 
2014/5/12, , 33, , 29, , 
2014/5/13, , 38, , 29, , 
2014/5/14, , 49, , 27, , 
2014/5/15, , 47, , 35, , 
2014/5/16, , 44, , 29, , 
2014/5/17, , 47, , 15, , 
2014/5/18, , 36, , 18, , 
2014/5/19, , 32, , 56, , 
2014/5/20, , 36, , 25, , 
2014/5/21, , 29, , 19, , 
2014/5/22, , 30, , 16, , 
2014/5/23, , 26, , 16, , 
2014/5/24, , 27, , 8, , 
2014/5/25, , 22, , 24, , 
2014/5/26, , 24, , 57, , 
2014/5/27, , 23, , 27, , 
2014/5/28, , 28, , 24, , 
2014/5/29, , 37, , 33, , 
2014/5/30, , 46, , 41, , 
2014/5/31, , 50, , 20, , 
2014/6/1, , 38, , 24, , 
2014/6/2, , 31, , 18, , 
2014/6/3, , 29, , 22, , 
2014/6/4, , 23, , 21, , 
2014/6/5, , 26, , 19, , 
2014/6/6, , 29, , 24, , 
2014/6/7, , 35, , 16, , 
2014/6/8, , 24, , 23, , 
2014/6/9, , 26, , 16, , 
2014/6/10, , 29, , 23, , 
2014/6/11, , 33, , 37, , 
2014/6/12, , 44, , 40, , 
2014/6/13, , 49, , 18, , 
2014/6/14, , 43, , 10, , 
2014/6/15, , 23, , 19, , 
2014/6/16, , 23, , 26, , 
2014/6/17, , 43, , 23, , 
2014/6/18, , 40, , 23, , 
2014/6/19, , 41, , 33, , 
2014/6/20, , 49, , 19, , 
2014/6/21, , 35, , , , 
2014/6/23, , 29, , 26, , 
2014/6/24, , 47, , 22, , 
2014/6/25, , 39, , 39, , 
2014/6/27, , 31, , 9, , 
2014/6/28, , 30, , , , 
2014/6/30, , 30, , 20, , 
2014/1/1, , 14, , 17, , 
2014/1/2, , 13, , 10, , 
2014/1/3, , 18, , 16, , 
2014/1/4, , 17, , 13, , 
2014/1/5, , 11, , 8, , 
2014/1/6, , 12, , 11, , 
2014/1/7, , 24, , 15, , 
2014/1/8, , 20, , 20, , 
2014/1/9, , 18, , 21, , 
2014/1/10, , 19, , 26, , 
2014/1/11, , 19, , 19, , 
2014/1/12, , 39, , 31, , 
2014/1/13, , 17, , 31, , 
2014/1/14, , 25, , 13, , 
2014/1/15, , 26, , 15, , 
2014/1/16, , 18, , , , 
2014/1/21, , 53, , 23, , 
2014/1/22, , 27, , 36, , 
2014/1/23, , 27, , 27, , 
2014/1/24, , 34, , 19, , 
2014/1/25, , 34, , 16, , 
2014/1/26, , 17, , 28, , 
2014/1/27, , 16, , 18, , 
2014/1/28, , 21, , 30, , 
2014/1/29, , 18, , 37, , 
2014/1/30, , 22, , 19, , 
2014/1/31, , 26, , 8, , 
2014/2/1, , 11, , 20, , 
2014/2/2, , 28, , 14, , 
2014/2/3, , 31, , 18, , 
2014/2/4, , 35, , 9, , 
2014/2/5, , 20, , 19, , 
2014/2/6, , 25, , 20, , 
2014/2/7, , 19, , 5, , 
2014/2/8, , 19, , 8, , 
2014/2/9, , 19, , 30, , 
2014/2/10, , 19, , 21, , 
2014/2/11, , 22, , 8, , 
2014/2/12, , 19, , 19, , 
2014/2/13, , 22, , 13, , 
2014/2/14, , 26, , 9, , 
2014/2/15, , 19, , 23, , 
2014/2/16, , 21, , 19, , 
2014/2/17, , 31, , 26, , 
2014/2/18, , 27, , 32, , 
2014/2/19, , 19, , 20, , 
2014/2/20, , 15, , 18, , 
2014/2/21, , 16, , 14, , 
2014/2/22, , 21, , 5, , 
2014/2/23, , 19, , 15, , 
2014/2/24, , 19, , 20, , 
2014/2/25, , 20, , 25, , 
2014/2/26, , 25, , 28, , 
2014/2/27, , 31, , 29, , 
2014/2/28, , 23, , 36, , 
2014/3/1, , 28, , 10, , 
2014/3/2, , 27, , 31, , 
2014/3/3, , 12, , 40, , 
2014/3/4, , 30, , 41, , 
2014/3/5, , 52, , 20, , 
2014/3/6, , 51, , 30, , 
2014/3/7, , 30, , 18, , 
2014/3/8, , 45, , 29, , 
2014/3/9, , 41, , 35, , 
2014/3/10, , 49, , 35, , 
2014/3/11, , 53, , 43, , 
2014/3/12, , 52, , 54, , 
2014/3/13, , 58, , 44, , 
2014/3/14, , 68, , 26, , 
2014/3/15, , 52, , 27, , 
2014/3/16, , 30, , 25, , 
2014/3/17, , 35, , 24, , 
2014/3/18, , 44, , 22, , 
2014/3/19, , 39, , 13, , 
2014/3/20, , 36, , 20, , 
2014/3/21, , 24, , 13, , 
2014/3/22, , 18, , 18, , 
2014/3/23, , 18, , 23, , 
2014/3/24, , 23, , 14, , 
2014/3/25, , 20, , 37, , 
2014/3/26, , 36, , 42, , 
2014/3/27, , 34, , 33, , 
2014/3/28, , 45, , 32, , 
2014/3/29, , 36, , 34, , 
2014/3/30, , 34, , 30, , 
2014/3/31, , 32, , 44, , 
2020/10/10, , , 18, , , 2
2020/8/26, , , 18, , 3, 2
2020/8/27, , , 24, , 4, 2
2020/8/28, , , 22, , 1, 2
2020/8/29, , , 26, , , 2
2020/5/15, , , 31, , 2, 3
2020/5/16, , , 30, , 2, 3
2020/5/17, , , 35, , 1, 3
2020/5/18, , , 31, , , 3
2019/7/20, , , 22, , , 3
2019/7/21, , , 18, , , 3
2019/7/22, , , 50, 23, , 4
2021/10/24, , , , 15, , 
2017/1/1, , , , 16, , 
2016/10/15, , , , 17, , 
2016/12/26, , , , 43, , 
2016/4/29, , , , 34, , 
2016/4/30, , , , 16, , 
2016/5/4, , , , 31, , 
2016/1/3, , , , 25, , 
2015/10/24, , , , 14, , 
2015/11/24, , , , 50, , 
2015/11/25, , , , 44, , 
2015/11/26, , , , 22, , 
2015/11/28, , , , 10, , 
2015/11/29, , , , 21, , 
2015/9/27, , , , 21, , 
2014/12/31, , , , 5, , 
2014/10/11, , , , 30, , 
2014/10/27, , , , 19, , 
2014/11/2, , , , 36, , 
2014/11/3, , , , 49, , 
2014/11/9, , , , 22, , 
2014/11/16, , , , 31, , 
2014/11/23, , , , 64, , 
2014/12/7, , , , 39, , 
2014/8/3, , , , 27, , 
2014/8/17, , , , 25, , 
2014/8/19, , , , 29, , 
2014/8/22, , , , 16, , 
2014/8/25, , , , 36, , 
2014/6/22, , , , 36, , 
2014/6/26, , , , 11, , 
2014/6/29, , , , 19, , 
2013/12/31, , , , 3, , 
2014/1/19, , , , 80, , 
2014/1/20, , , , 33, , 
