date, pm25, pm10, o3, no2, so2, co
2020/1/2, 77, 11, , 19, , 
2020/1/3, 34, 17, , 23, , 
2020/1/4, 48, 14, , 10, , 
2020/1/5, 40, 12, , 15, , 
2020/1/6, 32, 19, , 13, , 
2020/1/7, 43, 21, , 28, 2, 5
2020/1/8, 45, 25, , , 3, 4
2020/1/11, 44, 12, 28, 11, 3, 4
2020/1/12, 34, 14, 31, 16, 5, 4
2020/1/13, 32, 12, 31, 7, 7, 4
2020/1/14, 35, 9, 28, 18, 6, 2
2020/1/15, 35, 15, 24, 13, 5, 1
2020/1/16, 31, 22, 25, 17, 6, 1
2020/1/17, 35, 31, 16, 30, 4, 2
2020/1/18, 47, 28, 13, 31, 4, 4
2020/1/19, 65, 36, , 37, 6, 5
2020/1/20, 91, 45, 1, 37, 6, 7
2020/1/21, 113, 39, 11, 27, 1, 4
2020/1/22, 104, 25, 13, 23, , 2
2020/1/23, 84, 22, 9, 27, 2, 3
2020/1/24, 68, 23, 15, 13, 2, 2
2020/1/25, 74, 25, 21, 10, 4, 3
2020/1/26, 73, 13, 28, 25, 5, 2
2020/1/27, 37, 11, 30, 27, 6, 2
2020/1/28, 34, 16, 26, 16, 4, 2
2020/1/29, 39, 18, 26, 15, 5, 2
2020/1/30, 36, 8, 24, 8, 5, 2
2020/1/31, 27, 13, 29, 11, 5, 2
2020/2/1, 34, 20, 27, 10, 5, 2
2020/2/2, 46, 25, 28, 18, 4, 2
2020/2/3, 36, 30, , 19, , 
2020/2/4, 34, , , , , 
2020/2/10, 30, 18, , 16, , 
2020/2/11, 36, 22, , 21, , 
2020/2/12, 46, 19, , 19, , 
2020/2/13, 40, 14, , 17, , 
2020/2/14, 36, 14, , 4, , 
2020/2/15, 36, 5, , 5, , 
2020/2/16, 23, 13, , 12, , 
2020/2/17, 29, 19, , 12, , 
2020/2/18, 35, 26, , 17, , 
2020/2/19, 34, 25, , 16, , 
2020/2/20, 27, 28, , 10, , 
2020/2/21, 35, 32, , 10, , 
2020/2/22, 46, 20, , 15, , 
2020/2/23, 34, 14, 25, 12, , 3
2020/2/24, 27, 14, 27, 18, 3, 2
2020/2/25, 30, 18, 27, 26, 3, 2
2020/2/26, 37, 22, 27, 24, 3, 3
2020/2/27, 43, 15, 24, 15, 1, 3
2020/2/28, 42, 16, , 9, , 
2020/2/29, 46, 12, , 11, , 
2020/3/1, 36, 12, , 24, , 
2020/3/2, 38, 21, , 31, 2, 5
2020/3/3, 46, 22, 20, 28, 2, 3
2020/3/4, 55, 13, 27, 21, 4, 3
2020/3/5, 51, 21, 25, 35, 3, 4
2020/3/6, 57, 34, 33, 18, 2, 4
2020/3/7, 70, 16, 33, 10, 3, 3
2020/3/8, 42, 18, 28, 3, 1, 3
2020/3/9, 35, 13, 25, 12, , 3
2020/3/10, 24, 13, 34, 12, , 3
2020/3/11, 26, 20, 28, 16, , 3
2020/3/12, 32, 26, 27, 21, , 3
2020/3/13, 40, 24, 30, 10, 2, 3
2020/3/14, 42, 11, 31, 17, 4, 3
2020/3/15, 33, 17, 22, 28, 2, 3
2020/3/16, 48, 23, 28, 15, 2, 2
2020/3/17, 49, 20, 27, 12, 3, 2
2020/3/18, 46, 18, 24, 29, 3, 2
2020/3/19, 52, 21, 27, 17, 2, 2
2020/3/20, 56, 18, 27, 12, 2, 2
2020/3/21, 37, 18, 26, 10, 3, 2
2020/3/22, 48, 18, 21, 18, 4, 2
2020/3/23, 51, 20, 34, 35, 3, 2
2020/3/24, 55, 30, 30, 22, 4, 3
2020/3/25, 97, 33, 36, 20, 5, 2
2020/3/26, 80, 40, 41, 15, 9, 2
2020/3/27, 87, 33, 40, 6, 5, 2
2020/3/28, 78, 21, 34, 3, 4, 1
2020/3/29, 44, 19, 32, 11, 4, 2
2020/3/30, 32, 18, 33, 14, 5, 2
2020/3/31, 34, 23, 31, 21, 6, 2
2019/10/1, 5, 15, 20, 19, 1, 1
2019/10/3, 60, 22, 20, 22, 1, 2
2019/10/4, 54, 29, 14, 19, , 1
2019/10/5, 61, , 25, , , 
2019/10/7, 37, 18, 21, 12, , 
2019/10/8, 42, 20, 23, 9, , 
2019/10/9, 42, 18, 21, 5, , 
2019/10/10, 38, 21, 25, 8, , 1
2019/10/11, 42, 10, 23, 9, , 1
2019/10/12, 30, 12, 28, 13, , 1
2019/10/13, 32, 11, 15, 16, , 1
2019/10/14, 25, 16, 19, 19, , 1
2019/10/15, 39, 18, 23, 25, , 2
2019/10/16, 40, 20, 23, 19, , 1
2019/10/17, 47, 15, 28, 11, , 1
2019/10/18, 36, 14, 24, 21, , 2
2019/10/19, 38, 17, 21, 16, 1, 2
2019/10/20, 52, 14, 26, 12, , 
2019/10/21, 42, 19, 15, 22, , 2
2019/10/22, 50, 29, 5, 33, 2, 3
2019/10/23, 69, 37, 7, 22, 1, 3
2019/10/24, 79, 21, 29, 10, , 2
2019/10/25, 55, 15, 30, 8, , 3
2019/10/26, 35, 17, 19, 21, 1, 4
2019/10/27, 57, 57, 12, 27, 4, 4
2019/10/28, 147, 22, 22, 27, 4, 3
2019/10/29, 55, 20, 21, 29, 5, 3
2019/10/30, 50, 31, 8, 20, 6, 4
2019/10/31, 84, 28, 9, 19, , 
2019/11/1, 76, 12, 21, 5, , 
2019/11/2, 38, 15, 13, 15, , 
2019/11/3, 51, 17, 9, 21, , 
2019/11/4, 57, 24, 14, 19, 5, 3
2019/11/5, 66, 26, 15, 23, 6, 4
2019/11/6, 65, 22, 20, 17, 6, 3
2019/11/7, 54, 27, 11, 24, 7, 6
2019/11/8, 64, 21, 13, 20, 6, 4
2019/11/9, 61, 13, 18, 21, 6, 5
2019/11/10, 54, 26, 22, 32, 4, 6
2019/11/11, 68, 19, 22, 16, , 9
2019/11/12, 42, 17, 15, 21, , 9
2019/11/13, 42, 12, 24, 33, , 5
2019/11/14, 40, 17, 17, 20, , 1
2019/11/15, 52, 20, 9, 30, , 3
2019/11/16, 59, 34, 6, 32, 1, 5
2019/11/17, 91, 28, 19, 33, , 2
2019/11/18, 67, 30, 3, 38, 1, 4
2019/11/19, 70, 24, 19, 18, , 2
2019/11/20, 66, 21, 10, 18, , 2
2019/11/21, 64, 18, 21, 22, 1, 3
2019/11/22, 63, 15, 10, 31, 1, 5
2019/11/23, 58, 22, 13, 20, 1, 6
2019/11/24, 74, 12, 17, 17, , 5
2019/11/25, 50, 11, 21, 18, , 4
2019/11/26, 39, 15, 25, 26, 1, 4
2019/11/27, 41, 16, 18, 22, 1, 4
2019/11/28, 40, 27, 17, 43, , 5
2019/11/29, 50, 35, 9, 37, , 5
2019/11/30, 79, 26, 22, 33, 1, 4
2019/12/1, 72, 24, 10, 38, 3, 5
2019/12/2, 69, 30, 9, 31, 4, 6
2019/12/3, 75, 30, 5, 41, 5, 8
2019/12/4, 80, 34, 20, 23, 5, 6
2019/12/5, 94, 13, 25, 12, 3, 4
2019/12/6, 45, 11, 23, 9, 1, 4
2019/12/7, 36, 14, 29, 6, 1, 3
2019/12/8, 33, 15, 26, 8, 2, 4
2019/12/9, 33, 25, 24, 13, 2, 4
2019/12/10, 51, 13, 23, 27, 4, 4
2019/12/11, 38, 13, 19, 20, 3, 4
2019/12/12, 38, 14, 24, 19, 1, 4
2019/12/13, 38, 19, 30, 13, 1, 4
2019/12/14, 44, 16, 31, 8, 1, 3
2019/12/15, 42, 12, 26, 26, 3, 5
2019/12/16, 43, 16, 19, 31, 5, 5
2019/12/17, 52, , 18, , 4, 5
2019/12/19, 39, 16, 22, 23, 8, 5
2019/12/20, 24, 11, 27, 12, 9, 4
2019/12/21, 15, 11, 25, 18, 8, 4
2019/12/22, 27, 12, 20, 20, 5, 4
2019/12/23, 23, 17, 26, 15, , 4
2019/12/24, 35, 13, 24, 18, , 5
2019/12/25, 34, 17, 23, 12, , 5
2019/12/26, 60, 12, 16, 19, , 5
2019/12/27, 51, 20, 4, 16, , 6
2019/12/28, 72, 18, , 16, , 
2019/12/29, 60, , , , , 
2019/7/1, 31, 12, 25, 18, 1, 1
2019/7/2, 37, 14, 28, 20, 1, 2
2019/7/3, 48, 14, 34, 25, 1, 2
2019/7/4, 46, 16, 38, 23, 1, 2
2019/7/5, 51, 15, 18, 13, 2, 2
2019/7/6, 51, 10, 23, 10, 7, 2
2019/7/7, 43, 11, 28, 15, 8, 2
2019/7/8, 35, 13, 29, 20, 8, 2
2019/7/9, 39, 15, 31, 18, 8, 3
2019/7/10, 52, 14, 28, 18, 1, 2
2019/7/11, 48, 13, 24, 11, 1, 2
2019/7/12, 36, 11, 22, 12, , 3
2019/7/13, 36, 11, 19, 13, , 2
2019/7/14, 42, 10, 20, 18, 2, 1
2019/7/15, 32, 12, 37, 19, 2, 2
2019/7/16, 40, 15, 39, 17, 2, 3
2019/7/17, 51, 14, 24, 20, , 2
2019/7/18, 50, 11, 13, 13, , 3
2019/7/19, 41, , 22, , , 3
2019/7/24, 61, 15, 65, 26, 1, 4
2019/7/25, 56, 19, 20, 21, , 3
2019/7/26, 60, 14, 13, 17, 3, 3
2019/7/27, 48, 11, 23, 14, 5, 2
2019/7/28, 28, 11, 29, 13, 6, 2
2019/7/29, 24, 13, 24, 8, 2, 3
2019/7/30, 36, 15, 23, 18, 1, 3
2019/8/1, 19, 17, 29, 19, , 3
2019/8/2, 39, 16, 31, 16, , 3
2019/8/3, 35, 14, 39, 11, , 4
2019/8/4, 24, 13, 27, 12, , 3
2019/8/5, 26, 13, 25, 10, , 2
2019/8/6, 24, 12, 23, 15, , 2
2019/8/7, 22, 12, 25, 16, , 2
2019/8/8, 17, 13, 25, 9, , 4
2019/8/9, 14, 12, 26, 4, , 2
2019/8/10, 17, 11, 27, 7, , 1
2019/8/11, 19, 11, 21, 19, , 2
2019/8/12, 23, 13, 29, 20, , 
2019/8/13, 23, 12, , 13, , 
2019/8/14, 20, 11, , 13, , 
2019/8/15, 17, 11, , 10, , 
2019/8/16, 20, 10, , 9, , 
2019/8/17, 10, 11, 24, 10, , 3
2019/8/18, 19, 10, 24, 14, , 3
2019/8/20, 26, 13, 32, 20, , 4
2019/8/21, 36, 14, 28, 16, , 4
2019/8/22, 35, 13, 34, 14, , 4
2019/8/23, 26, 19, 59, 27, , 5
2019/8/24, 60, 27, 55, 25, 1, 6
2019/8/25, 92, 22, 58, 26, 1, 6
2019/8/26, 76, 20, 60, 33, , 6
2019/8/27, 71, 15, 27, 13, , 4
2019/8/28, 53, 9, 28, 14, , 3
2019/8/29, 30, 10, 28, 15, , 3
2019/8/30, 27, 9, 27, 12, , 4
2019/8/31, 34, 7, 25, 15, , 3
2019/9/6, 39, 12, 22, 15, 2, 3
2019/9/7, 38, 11, 28, 24, 2, 3
2019/9/8, 32, 12, 20, 22, 2, 4
2019/9/9, 42, 16, 19, 31, 2, 4
2019/9/10, 55, 12, 16, 15, 2, 4
2019/9/11, 39, 133, 17, 12, 2, 4
2019/9/12, 9, 17, 25, 14, 1, 4
2019/9/13, 15, 20, 21, 25, , 4
2019/9/14, 32, 20, 24, 19, , 4
2019/9/15, 44, 23, 12, 20, , 4
2019/9/16, 37, 22, 22, 23, , 3
2019/9/17, 27, 26, 25, 24, , 2
2019/9/18, 33, 30, 23, 28, , 
2019/9/19, 45, 25, 25, 23, 1, 
2019/9/20, 41, 26, 22, 21, 1, 
2019/9/21, 37, 24, 25, 20, , 
2019/9/22, 46, 16, 22, 13, , 
2019/9/23, 18, 14, 20, 13, , 2
2019/9/24, 11, 13, 19, 9, , 1
2019/9/25, 10, 15, 20, 14, , 2
2019/9/27, 9, 14, 24, 8, , 1
2019/9/28, 5, 13, 24, 7, , 
2019/5/7, 40, 16, 25, 20, , 4
2019/5/8, 34, 14, 19, 31, , 4
2019/5/9, 28, 13, 27, 24, , 3
2019/5/10, 52, 16, 33, 18, , 3
2019/5/11, 54, 13, 35, 17, , 2
2019/5/12, 49, 11, 34, 19, , 2
2019/5/13, 25, 13, 35, 17, , 2
2019/5/14, 26, 16, 36, 22, , 2
2019/5/15, 36, 20, 36, 20, , 2
2019/5/16, 56, 18, 26, 23, , 3
2019/5/17, 41, 20, 21, 23, , 3
2019/5/18, 59, 20, 32, 24, , 3
2019/5/19, 66, 20, 27, 25, , 3
2019/5/20, 64, 18, 32, 19, , 2
2019/5/21, 46, 15, 40, 27, , 2
2019/5/22, 32, 15, 41, 22, , 2
2019/5/23, 37, 16, 26, 22, , 3
2019/5/24, 38, 15, 27, 21, , 2
2019/5/25, 38, 12, 18, 11, , 2
2019/5/26, 32, 12, 25, 15, , 3
2019/5/27, 26, , 24, 21, , 2
2019/5/28, 21, 12, 25, 17, , 2
2019/5/29, 35, 11, 23, 12, , 1
2019/5/30, 39, 13, 16, 12, , 1
2019/5/31, 32, 11, 28, 17, , 2
2019/6/1, 30, 12, 33, 10, , 2
2019/6/2, 40, 13, 30, 16, , 2
2019/6/3, 32, 14, 24, 16, , 3
2019/6/4, 38, 12, 26, 16, , 2
2019/6/5, 40, 13, 30, 16, , 2
2019/6/6, 31, 18, 26, 17, , 2
2019/6/7, 33, 26, 25, 9, , 2
2019/6/8, 29, 23, 26, 13, , 2
2019/6/9, 14, 19, 24, 19, , 2
2019/6/10, 32, 20, 24, 12, , 2
2019/6/11, 42, 12, 23, 25, , 2
2019/6/12, 26, 12, 20, 13, , 2
2019/6/13, 39, 9, 25, 12, , 2
2019/6/14, 23, 11, 26, 12, , 2
2019/6/15, 21, 10, 23, 7, , 2
2019/6/16, 13, 10, 31, 12, , 1
2019/6/17, 13, 13, 20, 24, , 3
2019/6/18, 28, 18, 22, 24, , 3
2019/6/19, 55, 15, 25, 19, , 2
2019/6/20, 44, 11, 28, 19, , 2
2019/6/22, 44, 14, 41, 18, , 3
2019/6/23, 58, 22, 25, 26, 1, 4
2019/6/24, 87, 19, 17, 23, , 3
2019/6/25, 70, 17, 29, 13, , 3
2019/6/26, 66, 14, 28, 15, , 1
2019/6/27, 39, 13, 24, 13, 1, 2
2019/6/28, 42, 18, 49, 20, 1, 4
2019/6/29, 56, 15, 27, 12, 1, 2
2019/6/30, 58, 11, 23, 14, 1, 1
2018/10/1, 30, 23, , 22, , 
2018/10/2, 30, 20, , 26, , 
2018/10/3, 27, 25, , 19, , 
2018/10/4, 45, 23, , 27, , 
2018/10/5, 55, 28, , 19, , 
2018/10/6, 63, 12, , 10, , 
2018/10/7, 24, 17, , 19, , 
2018/10/8, 27, 17, , 30, , 
2018/10/9, 28, 33, , 36, , 
2018/10/10, 76, 35, , 18, , 
2018/10/11, 79, 19, , 13, , 
2018/10/12, 24, , , , , 
2018/10/15, 19, 22, , 16, , 
2018/10/16, 56, 23, , 25, , 
2018/10/17, 29, 28, , 29, , 
2018/10/18, 41, 27, , 43, , 
2018/10/19, 49, 36, , 29, , 
2018/10/20, 78, 28, , 27, , 
2018/10/21, 74, 20, , 21, , 
2018/10/22, 47, 27, , 22, , 
2018/10/23, 48, 22, , 23, , 
2018/10/24, 38, 29, , 27, , 
2018/10/25, 52, 22, , 20, , 
2018/10/26, 37, 14, , 15, , 
2018/10/27, 21, 9, , 14, , 
2018/10/28, 15, 13, , 35, , 
2018/10/29, 15, 17, , 24, , 
2018/10/30, 25, 20, , 28, , 
2018/10/31, 45, 19, , 28, , 
2018/11/1, 49, 26, , 32, , 
2018/11/2, 56, 30, , 21, , 
2018/11/3, 60, 24, , 14, , 
2018/11/4, 45, 27, , 25, , 
2018/11/5, 71, 41, , 19, , 
2018/11/6, 102, 15, , 14, , 
2018/11/7, 33, 15, , 18, , 
2018/11/8, 27, 20, , 18, , 
2018/11/10, 25, 11, , 28, , 
2018/11/11, 19, 16, , 20, , 
2018/11/12, 28, 19, , 17, , 
2018/11/13, 25, 25, , 25, , 
2018/11/14, 34, 32, , 20, , 
2018/11/15, 55, 35, , 13, , 
2018/11/16, 62, 19, , 23, , 
2018/11/17, 57, 26, , 26, , 
2018/11/18, 63, 20, , 22, , 
2018/11/19, 33, 16, , 23, , 
2018/11/20, 26, 19, , 21, , 
2018/11/21, 58, 38, , 37, , 
2018/11/22, 96, 39, , 27, , 
2018/11/23, 108, 31, , 26, , 
2018/11/24, 83, 26, , 23, , 
2018/11/25, 68, 23, , 27, , 
2018/11/26, 55, 24, , 18, , 
2018/11/27, 61, 14, , 12, , 
2018/11/28, 32, 12, , 10, , 
2018/11/29, 18, 15, , 19, , 
2018/11/30, 19, 15, , 12, , 
2018/12/1, 19, 8, , 6, , 
2018/12/2, 13, 7, , 4, , 
2018/12/4, 32, 16, , 24, , 
2018/12/5, 29, 15, , 9, , 
2018/12/12, 58, 20, , 20, , 
2018/12/13, 53, 30, , 21, , 
2018/12/14, 65, 35, , 9, , 
2018/12/15, 70, 14, , 26, , 
2018/12/16, 35, 12, , 26, , 
2018/12/17, 24, 19, , 13, , 
2018/12/18, 31, 14, , 13, , 
2018/12/19, 19, 11, , 18, , 
2018/12/20, 16, 14, , 14, , 
2018/12/21, 18, 19, , 23, , 
2018/12/22, 31, 16, , 15, , 
2018/12/23, 28, 16, , 27, , 
2018/12/24, 48, 25, , 24, , 
2018/12/25, 72, 20, , 19, , 
2018/12/26, 60, 27, , 30, , 
2018/12/27, 80, 40, , 24, , 
2018/12/28, 110, 24, , 19, , 
2018/12/29, 58, 15, , 22, , 
2018/12/30, 42, , , , , 
2018/7/1, 45, 27, , 35, , 
2018/7/2, 54, 21, , 18, , 
2018/7/3, 34, 26, , 25, , 
2018/7/4, 45, 37, , 42, , 
2018/7/5, 67, 40, , 39, , 
2018/7/6, 68, 39, , 26, , 
2018/7/7, 72, 29, , 25, , 
2018/7/8, 62, 25, , 33, , 
2018/7/9, 54, 25, , 23, , 
2018/7/10, 42, 25, , 23, , 
2018/7/11, 47, 29, , 31, , 
2018/7/12, 56, 29, , 28, , 
2018/7/13, 57, 27, , 21, , 
2018/7/14, 57, 22, , 27, , 
2018/7/15, 52, 24, , 31, , 
2018/7/16, 48, 22, , 22, , 
2018/7/17, 42, 18, , 21, , 
2018/7/18, 33, 23, , 27, , 
2018/7/19, 41, 24, , 30, , 
2018/7/20, 42, 28, , 26, , 
2018/7/21, 58, 24, , 26, , 
2018/7/22, 55, 23, , 26, , 
2018/7/23, 39, 25, , 20, , 
2018/7/24, 38, 26, , 31, , 
2018/7/25, 45, 32, , 27, , 
2018/7/26, 61, 33, , 28, , 
2018/7/27, 60, 25, , 8, , 
2018/7/28, 38, 16, , 6, , 
2018/7/29, 25, 13, , 11, , 
2018/7/30, 15, 19, , 21, , 
2018/7/31, 21, 19, , 19, , 
2018/8/1, 25, 19, , 25, , 
2018/8/2, 28, 24, , 30, , 
2018/8/3, 38, 19, , 23, , 
2018/8/4, 28, 18, , 12, , 
2018/8/5, 28, 20, , 29, , 
2018/8/6, 34, 25, , 32, , 
2018/8/7, 48, 21, , 21, , 
2018/8/8, 36, 20, , 25, , 
2018/8/9, 39, 17, , 22, , 
2018/8/10, 34, 17, , 19, , 
2018/8/11, 14, 15, , 14, , 
2018/8/12, 12, 20, , 25, , 
2018/8/13, 17, 23, , 25, , 
2018/8/14, 25, 21, , 15, , 
2018/8/15, 25, 16, , 16, , 
2018/8/16, 18, 20, , 23, , 
2018/8/17, 34, 17, , 13, , 
2018/8/18, 22, 18, , 9, , 
2018/8/19, 25, 17, , 17, , 
2018/8/20, 21, 17, , 22, , 
2018/8/21, 24, 17, , 20, , 
2018/8/22, 31, 15, , 20, , 
2018/8/23, 18, 16, , 23, , 
2018/8/24, 27, 13, , 22, , 
2018/8/25, 21, 16, , 15, , 
2018/8/26, 25, 11, , 24, , 
2018/8/27, 13, 13, , 27, , 
2018/8/28, 14, 18, , 27, , 
2018/8/29, 29, 22, , 31, , 
2018/8/30, 34, 26, , 27, , 
2018/8/31, 45, 23, , 24, , 
2018/9/1, 47, 21, , 18, , 
2018/9/2, 49, 25, , 38, , 
2018/9/3, 53, 25, , 31, , 
2018/9/4, 52, 23, , 25, , 
2018/9/5, 34, 27, , 29, , 
2018/9/6, 45, 21, , 29, , 
2018/9/7, 21, 23, , 17, , 
2018/9/8, 30, 13, , 16, , 
2018/9/9, 15, 16, , 14, , 
2018/9/10, 17, 19, , 4, , 
2018/9/11, 21, 17, , 25, , 
2018/9/12, 18, 25, , 25, , 
2018/9/13, 49, 21, , 22, , 
2018/9/14, 37, 15, , 21, , 
2018/9/15, 26, 19, , 16, , 
2018/9/16, 36, 18, , 20, , 
2018/9/17, 27, 19, , 11, , 
2018/9/18, 21, 19, , 11, , 
2018/9/19, 13, 19, , 10, , 
2018/9/20, 9, 18, , 18, , 
2018/9/21, 5, 17, , 15, , 
2018/9/22, 11, 12, , 13, , 
2018/9/23, 15, 14, , 30, , 
2018/9/24, 25, 29, , 27, , 
2018/9/25, 54, 22, , 30, , 
2018/9/26, 48, 26, , 38, , 
2018/9/27, 56, 27, , 20, , 
2018/9/28, 46, 25, , 34, , 
2018/9/29, 40, 27, , 21, , 
2018/9/30, 57, 16, , 17, , 
2018/4/1, 46, 17, , 20, , 
2018/4/2, 42, 16, , 16, , 
2018/4/3, 39, 17, , 13, , 
2018/4/4, 38, 14, , 25, , 
2018/4/5, 32, 18, , 20, , 
2018/4/6, 41, 29, , 27, , 
2018/4/7, 64, 27, , 25, , 
2018/4/8, 71, 24, , 33, , 
2018/4/9, 73, 25, , 40, , 
2018/4/10, 73, 43, , 33, , 
2018/4/11, 117, 40, , 28, , 
2018/4/12, 111, 37, , 31, , 
2018/4/13, 83, 34, , 21, , 
2018/4/14, 80, 36, , 18, , 
2018/4/15, 100, 25, , 22, , 
2018/4/16, 50, 23, , 14, , 
2018/4/17, 43, 24, , 24, , 
2018/4/18, 48, 39, , 43, , 
2018/4/19, 72, 43, , 36, , 
2018/4/20, 75, 43, , 20, , 
2018/4/21, 88, 37, , 23, , 
2018/4/22, 73, 23, , 23, , 
2018/4/23, 45, 22, , 18, , 
2018/4/24, 38, 20, , 25, , 
2018/4/25, 32, 23, , 23, , 
2018/4/26, 33, 21, , 26, , 
2018/4/27, 39, 17, , 25, , 
2018/4/28, 51, 16, , 14, , 
2018/4/29, 40, 19, , 25, , 
2018/4/30, 34, 26, , 27, , 
2018/5/1, 45, 16, , 27, , 
2018/5/2, 30, 24, , 34, , 
2018/5/3, 48, 29, , 32, , 
2018/5/4, 55, 32, , 30, , 
2018/5/5, 65, 33, , 29, , 
2018/5/6, 80, 41, , 35, , 
2018/5/7, 95, 48, , 35, , 
2018/5/8, 89, 38, , 27, , 
2018/5/9, 64, 28, , 28, , 
2018/5/10, 47, 26, , 19, , 
2018/5/11, 47, 23, , 25, , 
2018/5/12, 52, 22, , 26, , 
2018/5/13, 58, 25, , 22, , 
2018/5/14, 58, 24, , 25, , 
2018/5/15, 37, 28, , 20, , 
2018/5/16, 49, 31, , 25, , 
2018/5/17, 48, 29, , 34, , 
2018/5/18, 52, 34, , 28, , 
2018/5/19, 63, 28, , 18, , 
2018/5/20, 62, 32, , 36, , 
2018/5/21, 79, 39, , 27, , 
2018/5/22, 73, 37, , 23, , 
2018/5/23, 66, 39, , 34, , 
2018/5/24, 78, 43, , 36, , 
2018/5/25, 82, 46, , 26, , 
2018/5/26, 102, 39, , 21, , 
2018/5/27, 87, 37, , 23, , 
2018/5/28, 78, 35, , 20, , 
2018/5/29, 82, 30, , 34, , 
2018/5/30, 65, 44, , 24, , 
2018/5/31, 93, 36, , 31, , 
2018/6/1, 88, 24, , 27, , 
2018/6/2, 52, 17, , 19, , 
2018/6/3, 36, 22, , 28, , 
2018/6/4, 56, 20, , 23, , 
2018/6/5, 44, 30, , 29, , 
2018/6/6, 53, 34, , 32, , 
2018/6/7, 58, 35, , 29, , 
2018/6/8, 59, 30, , 24, , 
2018/6/9, 58, 25, , 20, , 
2018/6/10, 61, 21, , 26, , 
2018/6/11, 48, 24, , 28, , 
2018/6/12, 44, 26, , 23, , 
2018/6/13, 42, 25, , 24, , 
2018/6/14, 42, 34, , 33, , 
2018/6/15, 50, 26, , 18, , 
2018/6/16, 41, 17, , 13, , 
2018/6/17, 31, 17, , 20, , 
2018/6/19, 23, 19, , 16, , 
2018/6/20, 27, 22, , 19, , 
2018/6/21, 32, 26, , 25, , 
2018/6/22, 40, 26, , 22, , 
2018/6/23, 50, 23, , 26, , 
2018/6/24, 50, 31, , 44, , 
2018/6/25, 57, 28, , 23, , 
2018/6/26, 55, 24, , 29, , 
2018/6/27, 50, 29, , 33, , 
2018/6/28, 59, 28, , 26, , 
2018/6/29, 54, 23, , 21, , 
2018/6/30, 49, 22, , 18, , 
2018/1/1, 31, 13, , 19, , 
2018/1/2, 34, 21, , 17, , 
2018/1/3, 46, 23, , 19, , 
2018/1/4, 46, 14, , 23, , 
2018/1/5, 30, 23, , 24, , 
2018/1/6, 69, 19, , 13, , 
2018/1/7, 39, 19, , 18, , 
2018/1/8, 41, 24, , 20, , 
2018/1/9, 72, 24, , 33, , 
2018/1/10, 67, 30, , 27, , 
2018/1/11, 85, 27, , 21, , 
2018/1/12, 81, 20, , 11, , 
2018/1/13, 66, 22, , 18, , 
2018/1/14, 70, 21, , 12, , 
2018/1/15, 66, 20, , 27, , 
2018/1/16, 27, 31, , 16, , 
2018/1/17, 32, 31, , 22, , 
2018/1/18, 32, 31, , 25, , 
2018/1/19, 36, 24, , 27, , 
2018/1/20, 37, 16, , 21, , 
2018/1/21, 53, 24, , 30, , 
2018/1/22, 52, 26, , 13, , 
2018/1/23, 37, 12, , 15, , 
2018/1/24, 27, 20, , 20, , 
2018/1/25, 31, 29, , 34, , 
2018/1/26, 49, 32, , 16, , 
2018/1/27, 65, 11, , 13, , 
2018/1/28, 31, 17, , 21, , 
2018/1/29, 22, 30, , 31, , 
2018/1/30, 50, 21, , 20, , 
2018/1/31, 35, 18, , 19, , 
2018/2/1, 30, 36, , 24, , 
2018/2/2, 40, 30, , 30, , 
2018/2/3, 54, 13, , 16, , 
2018/2/4, 44, 22, , 26, , 
2018/2/5, 35, 31, , 28, , 
2018/2/6, 59, 37, , 31, , 
2018/2/7, 62, 32, , 20, , 
2018/2/8, 61, 17, , 20, , 
2018/2/9, 34, 16, , 16, , 
2018/2/10, 36, 9, , 17, , 
2018/2/11, 21, 14, , 24, , 
2018/2/12, 21, 19, , 20, , 
2018/2/13, 27, 15, , 19, , 
2018/2/14, 43, 23, , 24, , 
2018/2/15, 31, 37, , 27, , 
2018/2/16, 43, 37, , 34, , 
2018/2/17, 57, 34, , 28, , 
2018/2/18, 61, 26, , 27, , 
2018/2/19, 65, 21, , 16, , 
2018/2/20, 57, 32, , 28, , 
2018/2/21, 72, 41, , 24, , 
2018/2/22, 90, 35, , 27, , 
2018/2/23, 71, 33, , 22, , 
2018/2/24, 73, 30, , 21, , 
2018/2/25, 60, 31, , 23, , 
2018/2/26, 42, 40, , 34, , 
2018/2/27, 39, 25, , 24, , 
2018/2/28, 60, 29, , 21, , 
2018/3/1, 79, 37, , 25, , 
2018/3/2, 115, 43, , 24, , 
2018/3/3, 155, 37, , 19, , 
2018/3/4, 111, 19, , 20, , 
2018/3/5, 44, 19, , 22, , 
2018/3/6, 44, 29, , 35, , 
2018/3/7, 65, 23, , 16, , 
2018/3/8, 37, 20, , 22, , 
2018/3/9, 38, 17, , 15, , 
2018/3/10, 53, 23, , 26, , 
2018/3/11, 61, 16, , 25, , 
2018/3/12, 53, 21, , 27, , 
2018/3/13, 46, 30, , 14, , 
2018/3/14, 46, 17, , 20, , 
2018/3/15, 30, 23, , 28, , 
2018/3/16, 42, 28, , 16, , 
2018/3/17, 53, 27, , 17, , 
2018/3/18, 60, 32, , 24, , 
2018/3/19, 61, 29, , 23, , 
2018/3/20, 46, 38, , 35, , 
2018/3/21, 53, 39, , 24, , 
2018/3/22, 54, 30, , 19, , 
2018/3/23, 35, 28, , 24, , 
