date,pm25,pm10,o3,no2,so2,co
2020/3/21,80,42,34,9,4,3
2020/3/22,74,56,27,30,6,4
2020/3/23,118,62,30,37,5,5
2020/3/24,134,63,39,41,6,5
2020/3/25,133,58,32,40,5,5
2020/3/26,124,57,25,17,4,4
2020/3/27,111,45,27,15,4,4
2020/3/28,56,46,32,17,5,3
2020/3/29,73,,,,,
2019/10/10,81,64,25,35,7,5
2019/10/11,123,42,23,22,6,3
2019/10/12,75,31,24,23,6,4
2019/10/13,63,53,21,25,7,4
2019/10/14,87,47,18,30,7,4
2019/10/15,82,53,26,33,7,5
2019/10/16,95,55,16,43,7,5
2019/10/17,106,46,12,43,7,5
2019/10/18,88,36,29,25,7,4
2019/10/19,69,53,30,31,7,5
2019/10/20,114,72,28,46,7,6
2019/10/21,136,68,20,50,7,7
2019/10/22,130,45,13,41,6,5
2019/10/23,91,58,20,41,6,4
2019/10/24,113,46,20,31,6,4
2019/10/25,93,33,21,17,6,4
2019/10/26,69,32,27,26,7,4
2019/10/27,70,40,24,35,8,6
2019/10/28,84,92,20,28,7,4
2019/10/29,93,44,18,38,8,5
2019/10/30,77,77,39,32,8,5
2019/10/31,101,85,29,44,7,6
2019/11/1,126,78,17,53,14,7
2019/11/2,144,59,24,28,7,5
2019/11/3,116,34,15,34,7,4
2019/11/4,72,53,22,43,9,6
2019/11/5,103,62,13,43,10,6
2019/11/6,113,63,22,30,8,4
2019/11/7,106,59,18,35,8,4
2019/11/8,88,56,22,41,8,6
2019/11/9,113,48,19,39,7,6
2019/11/10,111,38,21,27,5,5
2019/11/11,77,68,6,55,6,7
2019/11/12,127,57,5,47,6,7
2019/11/13,122,,,,4,3
2019/11/14,42,46,2,50,4,7
2019/11/15,105,58,5,41,5,6
2019/11/16,131,32,7,37,4,5
2019/11/17,73,57,22,17,,4
2019/11/18,57,39,18,23,4,4
2019/11/19,64,38,16,33,6,5
2019/11/20,77,60,4,51,6,7
2019/11/21,113,72,5,50,6,8
2019/11/22,132,62,4,58,7,9
2019/11/23,116,,17,35,4,8
2019/11/25,91,50,6,37,6,6
2019/11/26,110,56,14,24,6,5
2019/11/27,104,50,12,28,6,4
2019/11/28,93,55,17,36,6,5
2019/11/29,107,64,4,49,8,7
2019/11/30,135,46,12,34,5,6
2019/12/1,117,36,15,20,6,3
2019/12/2,77,44,2,47,5,6
2019/12/3,96,47,12,35,5,5
2019/12/4,100,35,17,19,5,4
2019/12/9,146,97,16,55,6,9
2019/12/10,183,66,25,25,5,6
2019/12/11,131,34,15,24,4,4
2019/12/12,69,31,6,42,6,5
2019/12/13,61,44,17,23,6,5
2019/12/14,92,51,6,38,5,7
2019/12/15,109,65,3,51,6,8
2019/12/16,132,36,11,30,5,5
2019/12/17,84,47,15,22,4,5
2019/12/18,98,36,18,27,5,4
2019/12/19,60,43,15,29,6,5
2019/12/20,87,37,4,42,6,6
2019/12/21,84,56,11,42,5,8
2019/12/22,133,56,13,34,5,6
2019/12/23,132,68,12,40,6,7
2019/12/24,153,59,6,42,6,7
2019/12/25,133,58,13,32,5,6
2019/12/26,126,43,16,33,5,5
2019/12/27,87,45,9,43,6,6
2019/12/28,80,45,5,40,4,6
2019/12/29,89,,,,,
2019/7/1,108,39,49,12,6,4
2019/7/2,97,47,36,20,7,4
2019/7/3,107,44,36,24,7,5
2019/7/4,103,50,63,29,6,5
2019/7/5,120,41,64,24,6,5
2019/7/6,88,24,39,7,,3
2019/7/7,64,19,30,16,,4
2019/7/8,53,22,30,18,,3
2019/7/9,58,23,24,18,,4
2019/7/10,56,25,18,10,5,3
2019/7/11,69,21,27,13,6,4
2019/7/12,62,37,50,11,8,5
2019/7/13,102,56,62,14,8,6
2019/7/14,146,64,40,24,6,6
2019/7/15,152,53,35,23,8,5
2019/7/16,151,70,45,26,9,6
2019/7/17,166,73,98,26,9,6
2019/7/18,167,54,50,26,7,5
2019/7/19,125,16,13,9,,3
2019/7/20,55,19,33,6,6,4
2019/7/21,86,45,42,10,7,4
2019/7/22,124,29,24,11,7,3
2019/7/23,92,27,16,13,6,4
2019/7/24,86,30,28,17,7,4
2019/7/25,87,23,31,22,6,4
2019/7/26,76,26,45,15,7,5
2019/7/27,80,15,27,6,6,3
2019/7/28,63,15,16,4,6,3
2019/7/29,58,17,21,5,6,2
2019/7/30,60,19,21,12,6,3
2019/7/31,66,16,20,13,6,3
2019/8/1,67,22,28,13,6,3
2019/8/2,72,30,73,19,6,5
2019/8/3,82,38,79,19,8,5
2019/8/4,104,51,54,25,7,5
2019/8/5,134,40,35,23,6,5
2019/8/6,106,29,22,20,8,4
2019/8/7,80,43,40,13,8,4
2019/8/8,124,32,21,17,7,3
2019/8/9,85,32,48,14,6,4
2019/8/10,83,23,26,5,6,3
2019/8/11,67,21,19,14,5,4
2019/8/12,81,32,46,24,7,5
2019/8/13,101,33,41,25,6,4
2019/8/14,87,21,13,10,6,3
2019/8/15,60,24,43,10,8,5
2019/8/16,71,37,57,8,7,5
2019/8/17,89,27,51,8,8,6
2019/8/18,74,42,50,24,6,5
2019/8/19,99,45,67,23,6,6
2019/8/20,116,43,37,21,7,5
2019/8/21,114,50,43,19,6,6
2019/8/22,119,43,40,17,7,5
2019/8/23,97,33,31,20,8,5
2019/8/24,78,24,42,10,7,5
2019/8/25,70,39,54,18,7,5
2019/8/26,103,39,42,21,7,5
2019/8/27,109,33,44,14,7,5
2019/8/28,91,39,47,14,7,5
2019/8/29,108,26,31,16,6,5
2019/8/30,75,24,34,15,8,5
2019/8/31,67,30,42,17,6,5
2019/9/1,86,48,35,28,7,5
2019/9/2,115,37,21,27,6,5
2019/9/3,102,21,18,25,6,5
2019/9/4,80,19,8,25,,5
2019/9/5,66,28,13,24,5,5
2019/9/6,82,21,22,6,5,3
2019/9/7,56,47,36,11,7,6
2019/9/8,116,54,24,31,6,6
2019/9/9,129,25,13,31,5,5
2019/9/10,86,20,35,20,6,4
2019/9/11,64,12,21,9,,3
2019/9/12,47,19,37,12,6,4
2019/9/13,60,25,28,15,6,4
2019/9/14,76,26,38,10,6,5
2019/9/15,73,37,28,23,6,4
2019/9/16,73,37,32,30,6,4
2019/9/17,66,53,27,19,6,3
2019/9/18,71,49,26,24,7,4
2019/9/19,72,50,13,29,7,5
2019/9/20,80,36,12,26,7,3
2019/9/21,81,12,29,11,,3
2019/9/22,35,25,32,18,7,4
2019/9/23,52,36,28,31,8,4
2019/9/24,73,53,32,40,9,5
2019/9/25,103,48,26,33,6,5
2019/9/26,102,45,15,41,6,5
2019/9/27,88,50,31,27,7,4
2019/9/28,100,49,51,21,7,4
2019/9/29,99,63,7,34,6,5
2019/9/30,145,,,,,
2019/4/1,61,43,36,23,7,6
2019/4/2,75,51,36,30,7,5
2019/4/3,94,39,40,19,7,4
2019/4/4,77,65,38,17,6,5
2019/4/5,86,72,20,40,7,6
2019/4/6,108,44,36,16,5,4
2019/4/7,68,51,33,25,7,4
2019/4/8,68,47,20,34,5,5
2019/4/9,80,27,28,24,5,4
2019/4/10,62,45,30,34,7,6
2019/4/11,93,58,39,33,9,6
2019/4/12,117,53,48,27,8,5
2019/4/13,114,45,42,16,8,4
2019/4/14,82,55,40,24,7,5
2019/4/15,68,55,37,43,9,5
2019/4/16,99,59,44,42,8,7
2019/4/17,110,43,32,21,7,4
2019/4/18,92,66,26,30,5,5
2019/4/19,119,50,41,18,6,4
2019/4/20,92,37,36,13,5,4
2019/4/21,94,89,36,40,7,6
2019/4/22,141,93,30,47,11,7
2019/4/23,160,63,35,30,6,5
2019/4/24,139,53,18,30,5,5
2019/4/25,106,30,26,26,4,3
2019/4/26,70,31,33,23,5,4
2019/4/27,73,20,43,16,6,4
2019/4/28,57,46,23,42,5,5
2019/4/29,95,53,42,36,6,6
2019/4/30,108,52,41,18,6,4
2019/5/1,90,57,35,23,6,4
2019/5/2,69,60,65,32,10,6
2019/5/3,104,77,63,34,11,7
2019/5/4,153,71,71,28,8,6
2019/5/5,137,47,36,11,5,3
2019/5/6,50,53,42,24,7,5
2019/5/7,74,52,54,18,7,5
2019/5/8,82,49,40,21,9,4
2019/5/9,88,61,58,32,10,5
2019/5/10,120,60,47,38,10,6
2019/5/11,118,56,69,37,9,6
2019/5/12,115,57,43,38,9,5
2019/5/13,111,52,53,31,9,5
2019/5/14,113,63,64,30,8,6
2019/5/15,134,69,56,32,7,6
2019/5/16,137,61,41,37,7,5
2019/5/17,133,45,40,18,9,4
2019/5/18,89,16,27,11,4,4
2019/5/19,53,38,33,8,5,4
2019/5/20,55,55,61,14,7,5
2019/5/21,76,60,67,14,8,5
2019/5/22,96,68,84,23,10,6
2019/5/23,131,81,115,41,10,7
2019/5/24,156,68,80,13,9,6
2019/5/25,124,45,69,17,8,5
2019/5/26,81,26,40,10,5,4
2019/5/27,63,31,39,15,6,3
2019/5/28,50,53,59,18,7,5
2019/5/29,94,51,64,18,8,4
2019/5/30,92,22,44,13,7,3
2019/5/31,51,33,49,11,7,4
2019/6/1,78,41,67,20,7,5
2019/6/2,81,42,53,26,7,5
2019/6/3,74,38,33,17,8,5
2019/6/4,80,55,42,25,7,5
2019/6/5,126,62,30,29,5,6
2019/6/6,135,31,41,19,,4
2019/6/7,73,36,52,23,6,5
2019/6/8,80,39,48,14,8,5
2019/6/9,94,20,23,18,,4
2019/6/10,53,23,34,18,4,3
2019/6/11,59,38,33,22,6,4
2019/6/12,79,34,41,20,7,4
2019/6/13,76,51,42,23,6,
2019/6/14,106,46,39,12,5,4
2019/6/15,89,24,49,11,6,4
2019/6/16,60,27,36,14,8,4
2019/6/17,63,44,39,19,7,4
2019/6/18,97,38,42,14,6,4
2019/6/19,91,,,,,
2019/6/21,80,23,47,15,5,4
2019/6/22,51,17,42,9,5,3
2019/6/23,44,30,46,19,7,4
2019/6/24,65,43,71,22,9,4
2019/6/25,94,54,56,35,6,5
2019/6/26,115,37,48,19,8,4
2019/6/27,100,52,37,21,9,5
2019/6/28,128,42,35,17,7,5
2019/6/29,107,40,38,8,6,4
2019/6/30,103,44,46,15,7,6
2019/1/1,87,52,13,46,8,6
2019/1/2,102,55,14,45,8,5
2019/1/3,106,68,5,69,10,10
2019/1/4,147,64,20,31,7,5
2019/1/5,113,50,17,30,7,5
2019/1/6,80,67,13,52,9,8
2019/1/7,139,56,16,31,8,5
2019/1/8,91,66,11,39,8,5
2019/1/9,112,60,7,43,7,5
2019/1/10,123,84,4,66,9,9
2019/1/11,169,84,15,48,7,7
2019/1/12,165,87,21,43,9,9
2019/1/13,171,116,4,68,10,12
2019/1/14,212,107,16,38,7,9
2019/1/15,170,49,17,25,7,3
2019/1/16,70,52,14,37,7,5
2019/1/17,95,69,11,49,6,7
2019/1/18,146,77,17,52,6,8
2019/1/19,155,65,22,17,5,5
2019/1/20,99,45,17,29,5,4
2019/1/21,73,66,16,40,8,8
2019/1/22,121,74,18,37,9,8
2019/1/23,127,54,18,35,7,4
2019/1/24,95,67,19,34,7,5
2019/1/25,105,53,22,17,6,3
2019/1/26,86,38,23,29,7,5
2019/1/27,73,74,22,23,7,4
2019/1/28,90,74,9,47,10,5
2019/1/29,108,71,10,53,10,7
2019/1/30,127,79,18,23,6,3
2019/1/31,94,44,18,28,7,4
2019/2/1,69,60,17,40,7,5
2019/2/2,115,43,18,29,5,5
2019/2/3,104,63,26,16,7,4
2019/2/4,108,75,28,38,9,6
2019/2/5,94,81,22,46,9,8
2019/2/6,123,62,22,16,6,4
2019/2/7,107,45,21,19,6,3
2019/2/8,78,48,23,15,6,3
2019/2/9,77,45,20,15,7,3
2019/2/10,81,47,24,23,8,4
2019/2/11,86,67,23,36,9,6
2019/2/12,142,53,21,27,8,3
2019/2/13,105,64,15,38,10,5
2019/2/14,125,43,16,33,9,4
2019/2/15,110,58,27,18,7,5
2019/2/16,149,36,28,24,8,4
2019/2/17,88,53,11,45,8,5
2019/2/18,123,54,14,36,7,5
2019/2/19,138,53,24,27,8,6
2019/2/20,158,71,22,44,9,7
2019/2/21,161,72,24,50,9,8
2019/2/22,155,70,22,51,9,7
2019/2/23,142,73,37,49,12,9
2019/2/24,162,75,26,34,8,6
2019/2/25,150,69,22,38,7,4
2019/2/26,124,77,21,52,12,6
2019/2/27,154,79,30,51,9,6
2019/2/28,154,101,36,52,10,9
2019/3/1,178,112,32,60,8,10
2019/3/2,188,90,50,40,7,7
2019/3/3,168,133,41,48,10,8
2019/3/4,203,121,32,34,9,7
2019/3/5,200,109,32,42,9,7
2019/3/6,188,70,33,27,6,5
2019/3/7,142,56,30,37,8,4
2019/3/8,105,59,23,50,9,6
2019/3/9,126,63,32,27,6,3
2019/3/10,139,69,23,35,7,6
2019/3/11,142,71,32,23,6,7
2019/3/12,125,47,28,15,6,5
2019/3/13,55,53,30,28,8,6
2019/3/14,90,57,29,26,5,5
2019/3/15,117,46,30,19,7,5
2019/3/16,97,46,35,24,7,5
2019/3/17,92,47,20,36,10,5
2019/3/18,87,67,29,46,10,7
2019/3/19,132,86,17,55,6,8
2019/3/20,170,44,30,19,5,5
2019/3/21,105,48,29,16,4,4
2019/3/22,78,36,28,21,6,5
2019/3/23,75,34,36,16,6,5
2019/3/24,60,45,40,20,6,4
2019/3/25,91,53,28,20,6,5
2019/3/26,102,,,,,
2019/3/28,104,50,33,21,6,4
2019/3/29,85,39,36,13,4,5
2019/3/30,83,44,31,12,6,4
2019/3/31,86,34,33,19,6,4
2018/10/1,37,32,28,23,4,4
2018/10/2,59,41,28,36,5,5
2018/10/3,72,42,24,37,4,5
2018/10/4,80,37,18,34,4,4
2018/10/5,83,15,26,20,3,3
2018/10/6,34,34,29,18,5,5
2018/10/7,53,38,19,40,5,5
2018/10/8,61,46,14,39,5,6
2018/10/9,74,29,17,21,6,4
2018/10/10,57,34,13,26,4,3
2018/10/11,62,40,16,34,5,4
2018/10/12,73,53,21,43,5,6
2018/10/13,97,48,37,33,5,5
2018/10/14,96,65,39,43,6,7
2018/10/15,122,59,24,35,5,5
2018/10/16,107,47,24,34,5,5
2018/10/17,78,47,9,35,4,4
2018/10/18,82,40,13,35,5,4
2018/10/19,76,56,16,44,6,6
2018/10/20,94,54,30,45,6,6
2018/10/21,101,70,33,59,8,7
2018/10/22,138,67,27,48,6,7
2018/10/23,117,55,21,45,6,6
2018/10/24,89,71,14,62,8,7
2018/10/25,117,50,18,41,7,6
2018/10/26,98,31,19,19,4,3
2018/10/27,31,20,17,25,5,4
2018/10/28,45,28,15,28,5,4
2018/10/29,53,31,16,24,5,4
2018/10/30,61,34,11,25,6,3
2018/10/31,74,40,7,58,7,6
2018/11/1,91,40,7,63,6,7
2018/11/2,131,40,21,57,5,7
2018/11/3,136,40,33,38,5,6
2018/11/4,120,72,20,47,5,7
2018/11/5,146,98,7,61,6,10
2018/11/6,177,81,7,41,4,8
2018/11/7,162,24,16,31,2,5
2018/11/8,55,40,30,19,5,6
2018/11/9,74,68,33,32,6,7
2018/11/10,145,61,14,31,4,7
2018/11/11,125,49,19,36,4,5
2018/11/12,92,64,17,42,6,6
2018/11/13,120,59,14,46,5,6
2018/11/14,113,76,8,65,6,8
2018/11/15,153,67,19,43,5,7
2018/11/16,139,45,15,32,4,4
2018/11/17,76,47,16,34,6,6
2018/11/18,89,74,15,54,7,9
2018/11/19,144,60,20,45,7,6
2018/11/20,87,52,15,36,5,4
2018/11/21,99,35,19,26,5,4
2018/11/22,61,40,16,39,5,5
2018/11/23,74,30,11,41,4,6
2018/11/24,69,51,15,43,5,8
2018/11/25,121,73,11,61,7,11
2018/11/26,153,112,12,53,7,10
2018/11/27,163,112,17,34,5,5
2018/11/28,121,85,5,45,6,6
2018/11/29,131,66,15,38,5,5
2018/11/30,110,62,11,53,6,8
2018/12/1,106,60,6,46,5,8
2018/12/2,111,45,12,41,4,6
2018/12/3,90,48,16,22,4,5
2018/12/4,89,43,18,25,4,4
2018/12/5,72,50,16,26,6,5
2018/12/6,82,38,20,17,4,4
2018/12/7,57,32,20,15,5,4
2018/12/8,50,27,23,17,5,4
2018/12/9,52,60,7,49,7,7
2018/12/10,113,68,6,45,7,7
2018/12/11,136,51,20,28,7,5
2018/12/12,92,49,16,32,7,5
2018/12/13,103,45,16,31,7,5
2018/12/14,89,65,6,49,7,7
2018/12/15,150,57,6,48,7,9
2018/12/16,137,73,13,39,9,8
2018/12/17,146,57,15,52,8,8
2018/12/18,111,63,9,56,10,8
2018/12/19,117,79,7,62,8,7
2018/12/20,156,94,2,77,11,10
2018/12/21,171,84,15,51,9,8
2018/12/22,167,57,23,22,6,4
2018/12/23,97,29,14,19,5,3
2018/12/24,63,,,,,
2018/12/27,64,48,16,23,7,3
2018/12/28,74,48,18,21,6,3
2018/12/29,61,37,17,24,6,4
2018/12/30,66,,,,,
2018/7/1,25,15,34,18,4,3
2018/7/2,29,28,24,27,3,4
2018/7/3,38,36,27,19,5,4
2018/7/4,49,39,30,22,3,4
2018/7/5,58,20,15,17,,3
2018/7/6,18,18,29,15,,
2018/7/7,11,20,39,13,5,4
2018/7/8,21,20,13,22,3,4
2018/7/9,26,32,12,27,4,4
2018/7/10,50,35,17,18,6,4
2018/7/11,57,32,10,16,6,4
2018/7/12,46,27,15,16,6,3
2018/7/13,34,24,24,14,6,3
2018/7/14,35,23,30,13,10,3
2018/7/15,45,29,31,20,8,3
2018/7/16,50,34,17,19,9,3
2018/7/17,65,45,22,21,10,4
2018/7/18,63,43,31,19,10,3
2018/7/19,75,42,37,25,7,4
2018/7/20,70,41,69,24,7,4
2018/7/21,68,31,53,16,4,3
2018/7/22,52,39,46,24,12,4
2018/7/23,63,48,89,27,6,4
2018/7/24,80,30,31,13,5,3
2018/7/25,55,41,38,19,7,4
2018/7/26,74,46,42,23,7,4
2018/7/27,74,47,37,28,5,4
2018/7/28,71,28,31,13,3,3
2018/7/29,29,28,33,21,3,3
2018/7/30,34,29,57,21,4,3
2018/7/31,27,46,69,23,6,4
2018/8/1,64,43,81,21,9,4
2018/8/2,62,46,67,18,7,4
2018/8/3,80,28,33,12,6,3
2018/8/4,45,28,26,8,6,
2018/8/5,26,38,26,17,6,4
2018/8/6,55,30,40,20,6,4
2018/8/7,44,28,21,16,7,4
2018/8/8,40,29,23,19,5,4
2018/8/9,45,39,33,24,4,4
2018/8/10,65,19,55,16,5,4
2018/8/11,27,21,52,10,5,3
2018/8/12,32,38,38,21,6,4
2018/8/13,73,41,27,23,7,4
2018/8/14,63,36,72,20,5,3
2018/8/15,57,32,24,21,3,3
2018/8/16,42,23,27,20,3,4
2018/8/17,24,26,42,15,3,3
2018/8/18,21,35,73,17,6,4
2018/8/19,43,47,59,18,6,4
2018/8/20,75,33,29,19,5,4
2018/8/21,32,51,48,31,4,5
2018/8/22,90,34,11,22,2,3
2018/8/23,37,17,23,12,3,3
2018/8/24,17,27,39,12,5,4
2018/8/25,26,24,36,17,4,4
2018/8/26,37,20,20,29,3,4
2018/8/27,29,20,8,27,3,4
2018/8/28,25,15,11,14,5,3
2018/8/29,15,28,36,20,5,4
2018/8/30,54,29,34,21,5,4
2018/8/31,43,32,36,23,4,5
2018/9/1,45,18,47,12,4,3
2018/9/2,15,24,21,25,4,5
2018/9/3,22,33,29,22,5,4
2018/9/4,49,31,44,16,5,4
2018/9/5,21,44,57,17,7,5
2018/9/6,58,32,44,17,5,4
2018/9/7,43,41,33,22,5,4
2018/9/8,56,33,43,16,5,4
2018/9/9,41,28,28,24,4,3
2018/9/10,31,24,25,24,,3
2018/9/11,31,29,31,26,4,4
2018/9/12,36,37,21,39,5,5
2018/9/13,60,42,14,37,4,4
2018/9/14,77,23,20,27,8,4
2018/9/15,39,44,38,16,4,4
2018/9/16,81,42,33,24,5,5
2018/9/17,67,56,32,35,5,5
2018/9/18,95,64,27,38,5,6
2018/9/19,114,37,19,30,3,4
2018/9/20,70,19,19,30,3,4
2018/9/21,43,37,38,25,4,5
2018/9/22,55,40,43,20,5,5
2018/9/23,54,17,29,10,4,3
2018/9/24,25,20,26,16,4,4
2018/9/25,35,12,26,15,3,3
2018/9/26,26,26,22,29,3,4
2018/9/27,50,23,15,32,3,4
2018/9/28,43,24,27,28,4,4
2018/9/29,44,34,31,17,3,4
2018/9/30,56,20,26,15,3,4
2018/4/1,111,59,42,17,9,4
2018/4/2,90,54,29,16,8,4
2018/4/3,66,31,28,16,5,3
2018/4/4,60,24,17,22,3,4
2018/4/5,46,75,30,13,6,5
2018/4/6,86,44,37,10,7,4
2018/4/7,64,30,37,13,7,5
2018/4/8,49,49,24,28,8,6
2018/4/9,107,49,40,24,6,7
2018/4/10,90,55,39,16,9,5
2018/4/11,79,53,31,23,10,5
2018/4/12,74,53,26,32,9,5
2018/4/13,82,32,35,17,5,3
2018/4/14,59,56,34,12,7,5
2018/4/15,70,46,34,22,7,5
2018/4/16,86,58,44,28,10,5
2018/4/17,107,62,35,35,10,5
2018/4/18,116,60,62,29,11,5
2018/4/19,111,79,81,39,15,7
2018/4/20,152,87,5,50,11,8
2018/4/21,164,48,26,21,6,4
2018/4/22,82,27,39,16,5,3
2018/4/23,53,,,,,
2018/5/16,49,18,15,25,3,3
2018/5/17,51,25,12,21,3,3
2018/5/18,77,19,30,17,,2
2018/5/19,33,19,27,22,3,3
2018/5/20,60,24,33,24,4,3
2018/5/21,56,49,33,30,4,4
2018/5/22,95,44,35,19,4,3
2018/5/23,53,80,62,19,6,4
2018/5/24,86,79,53,28,8,4
2018/5/25,102,79,83,41,6,4
2018/5/26,133,58,50,22,9,4
2018/5/27,82,55,40,36,6,4
2018/5/28,88,38,40,21,6,3
2018/5/29,74,42,34,21,4,3
2018/5/30,83,44,37,25,5,4
2018/5/31,70,49,51,40,7,5
2018/6/1,81,47,45,32,10,4
2018/6/2,71,45,55,28,6,4
2018/6/3,73,44,39,29,8,4
2018/6/4,70,54,55,25,7,4
2018/6/5,92,52,43,23,9,4
2018/6/6,101,49,35,27,6,4
2018/6/7,83,40,34,18,5,3
2018/6/8,66,60,63,23,4,4
2018/6/9,100,20,32,12,,3
2018/6/10,18,27,20,22,3,3
2018/6/11,35,35,28,19,3,3
2018/6/12,44,40,43,19,6,3
2018/6/13,60,52,29,33,3,4
2018/6/14,82,30,29,25,3,3
2018/6/15,38,34,46,21,6,4
2018/6/16,43,63,49,28,6,4
2018/6/17,98,58,43,31,8,5
2018/6/18,91,48,46,30,11,4
2018/6/19,80,52,38,19,5,3
2018/6/20,87,50,42,23,6,4
2018/6/21,82,57,44,33,8,5
2018/6/22,97,46,48,21,8,4
2018/6/23,70,58,82,15,7,4
2018/6/24,98,62,67,31,8,4
2018/6/25,95,54,44,27,7,5
2018/6/26,98,32,45,18,7,5
2018/6/27,52,35,28,23,4,4
2018/6/28,55,40,56,20,5,5
2018/6/29,69,56,32,31,4,6
2018/6/30,92,19,17,19,,4
2018/1/1,83,51,16,31,6,9
2018/1/2,101,47,21,21,5,5
2018/1/3,74,52,18,27,6,5
2018/1/4,92,61,16,33,7,6
2018/1/5,116,55,20,33,7,7
2018/1/6,109,63,5,38,6,9
2018/1/7,139,55,13,33,7,7
2018/1/8,121,43,21,21,6,4
2018/1/9,72,43,17,20,4,4
2018/1/10,69,40,18,17,5,5
2018/1/11,72,39,20,25,7,5
2018/1/12,70,58,5,43,6,8
2018/1/13,127,62,20,34,6,8
2018/1/14,152,72,16,40,10,7
2018/1/15,139,113,5,61,10,12
2018/1/16,189,83,16,45,10,9
2018/1/17,173,75,17,35,9,7
2018/1/18,154,59,20,35,9,6
2018/1/19,99,82,24,35,11,9
2018/1/20,141,53,21,27,6,6
2018/1/21,105,55,17,33,6,6
2018/1/22,107,37,24,17,5,4
2018/1/23,60,44,25,15,5,4
2018/1/24,48,36,24,14,5,4
2018/1/25,52,48,24,17,5,5
2018/1/26,69,51,14,27,5,6
2018/1/27,90,37,30,18,6,5
2018/1/28,67,56,25,20,6,5
2018/1/29,65,49,17,30,7,7
2018/1/30,76,50,18,31,7,6
2018/1/31,88,48,22,31,7,6
2018/2/1,93,61,15,33,8,6
2018/2/2,113,44,23,15,7,5
2018/2/3,68,27,24,16,5,4
2018/2/4,50,35,23,19,6,5
2018/2/5,57,35,25,16,5,4
2018/2/6,64,45,20,27,7,6
2018/2/7,84,58,13,41,10,9
2018/2/8,119,85,5,50,8,11
2018/2/9,163,44,23,19,10,4
2018/2/10,66,50,30,15,7,4
2018/2/11,55,50,28,20,9,4
2018/2/12,57,48,27,24,10,5
2018/2/13,59,58,34,23,11,5
2018/2/14,89,41,35,14,7,4
2018/2/15,54,44,34,18,7,5
2018/2/16,72,47,33,13,8,4
2018/2/17,43,42,29,20,8,5
2018/2/18,61,60,22,32,9,8
2018/2/19,120,66,30,32,7,7
2018/2/20,122,48,33,23,7,4
2018/2/21,75,46,37,22,9,5
2018/2/22,83,75,36,8,7,7
2018/2/23,147,67,33,20,8,6
2018/2/24,131,49,34,20,10,6
2018/2/25,94,64,25,40,14,8
2018/2/26,128,87,12,57,13,9
2018/2/27,162,74,16,44,8,8
2018/2/28,144,46,39,15,6,5
2018/3/1,83,66,35,26,10,5
2018/3/2,77,58,28,38,10,6
2018/3/3,93,43,17,29,7,6
2018/3/4,102,29,33,19,6,3
2018/3/5,49,49,26,26,7,5
2018/3/6,91,43,26,26,7,4
2018/3/7,83,45,30,21,6,5
2018/3/8,105,55,27,28,9,7
2018/3/9,133,45,36,23,10,6
2018/3/10,100,62,38,22,11,6
2018/3/11,131,88,46,39,12,8
2018/3/12,167,59,36,36,11,7
2018/3/13,103,33,34,20,14,3
2018/3/14,47,33,25,23,7,4
2018/3/15,66,29,30,26,5,4
2018/3/16,51,40,24,31,6,5
2018/3/17,83,59,28,31,7,5
2018/3/18,140,49,26,30,4,4
2018/3/19,112,35,35,20,3,3
2018/3/20,54,37,33,24,2,3
2018/3/21,67,47,40,22,7,5
2018/3/22,85,61,43,27,11,6
2018/3/23,144,84,50,27,13,8
2018/3/24,166,99,65,25,12,9
2018/3/25,182,83,53,29,9,7
2018/3/26,159,81,53,32,11,7
2018/3/27,161,54,48,20,9,5
2018/3/28,121,65,35,26,10,6
2018/3/29,143,63,45,27,7,5
2018/3/30,128,56,56,23,11,5
2018/3/31,97,66,39,15,8,4
2017/10/1,76,27,34,15,9,3
2017/10/2,31,33,29,9,9,2
2017/10/3,22,26,30,10,9,2
2017/10/4,15,21,33,14,8,3
2017/10/5,13,20,26,14,8,2
2017/10/6,11,19,29,16,10,3
2017/10/7,20,26,43,17,11,3
2017/10/8,41,27,36,21,14,4
2017/10/9,57,29,29,19,12,3
2017/10/10,65,21,22,15,9,3
2017/10/11,31,32,15,20,10,3
2017/10/12,46,38,20,25,10,4
2017/10/13,63,34,22,27,9,4
2017/10/14,61,33,27,23,9,3
2017/10/15,40,43,21,28,9,4
2017/10/16,70,48,22,36,11,4
2017/10/17,76,34,20,32,9,4
2017/10/18,63,36,21,30,9,4
2017/10/19,63,42,25,32,10,4
2017/10/20,69,49,25,29,9,4
2017/10/21,88,37,30,17,9,3
2017/10/22,55,33,28,26,9,3
2017/10/23,47,42,22,39,10,4
2017/10/24,70,55,7,51,11,6
2017/10/25,97,60,22,38,5,4
2017/10/26,124,53,35,32,5,5
2017/10/27,126,49,39,35,5,5
2017/10/28,113,50,29,16,4,3
2017/10/29,69,33,10,18,5,2
2017/10/30,52,31,25,27,6,4
2017/10/31,56,30,31,22,6,3
2017/11/1,67,31,31,22,7,3
2017/11/2,81,34,24,18,6,3
2017/11/3,76,56,11,19,5,3
2017/11/4,127,30,15,24,6,4
2017/11/5,70,31,16,30,8,5
2017/11/6,73,40,17,36,7,4
2017/11/7,94,46,32,20,8,3
2017/11/8,89,34,,24,8,4
2017/11/9,69,34,11,17,9,3
2017/11/10,52,47,12,15,9,3
2017/11/11,42,29,12,22,10,5
2017/11/12,58,35,12,32,11,6
